gene,Length,Nonsyn_v,Syn_v,Tissuespe,Expr,Reptime,HIc,GC,ALL_tr_length,CO_tr_length,ALL_tr_count,CO_tr_count,NC_tr_count,NC_mut_rate,HI,REC,CONS,RVIS,GDI,NET
BEST3,2.215,31,14,1,4.99701,394,14,40.55,28923,30306.1,13,10,3,0.000003035,0.14764,0.10434,0.451979882,0.134171522,6.24526,0.481753456
CBR1,0.979,11,12,0,2.1958,318,66,50.62,2142.5,2630,5,4,1,0.000002494,0.04387,0.26657,1.685032925,-0.0274281,1.49405,0.994247508
BEST1,2.064,36,19,1,23.89859,185,53,52.16,12008.9,12892.28571,11,7,4,0.000002267,0.1336,0.15669,-1.446775783,-0.21856543,5.64109,0.827234664
NMS,0.512,12,2,0,2.26558,642,9,43.61,12799,12799,1,1,0,0.000002938,0.0817,0.1288,0.000001,0.25917371,7.86854,0.313983746
NMU,0.57,11,6,0,2.47026,456,28,38.09,39471.33333,41033.75,6,4,2,0.000002922,0.000001,0.000001,0.000001,0.481458261,6.52536,0.276987124
NLK,1.639,8,9,0,12.61475,410,-3,37.3,57372.83333,80156,6,2,4,0.000002489,0.96706,0.16306,2.574137818,-0.494039303,0.5932,0.998022915
EIF2B1,0.963,8,7,1,8.7164,315,40,45.42,8317.666667,10710,6,4,2,0.000002398,0.43453,0.12528,1.738453827,-0.383807564,0.84283,0.992759405
INMT,0.807,25,14,1,4.63251,489,22,50.11,17339.75,4591.5,4,2,2,0.000002879,0.10895,0.11082,-1.086425275,1.976952171,13.79634,0.9124671
DNPEP,1.533,19,10,0,6.04261,335,38,48.82,8820.619048,11324.7,21,10,11,0.000002335,0.35948,0.10835,2.04303289,0.240763792,4.00568,0.396736597
DRAM2,0.836,13,5,0,3.76648,708,13,37.94,15634.18182,22795,11,2,9,0.000002506,0.10562,0.09329,-0.274261014,-0.183570861,1.28253,0.11437136
KPTN,1.371,24,13,0,7.9769,276,38,53.48,5129.777778,7981.75,10,4,6,0.000002721,0.19338,0.10313,0.741562765,-0.468351206,1.97868,0.96570862
NLN,2.18,22,8,0,4.07983,149,33,40.37,51115,84852.25,10,4,6,0.000002431,0.39163,0.14364,0.442860195,-0.354480519,6.4199,0.048966162
DRAM1,0.752,4,5,0,3.40236,238,17,41.46,45025.66667,64740.66667,6,3,3,0.000003029,0.000001,0.000001,1.60800083,-0.229483771,0.32424,0.507941756
ENKD1,1.076,25,6,0,11.11484,129,46,60.38,2489.142857,3789,7,2,5,0.000001,0.25697,0.09867,0.000001,0.729426781,3.34724,0.000001
CHMP4C,0.727,11,5,0,1.58801,681,12,38.08,27082,27082,1,1,0,0.000004278,0.23325,0.1257,-0.145351423,0.104848986,4.31706,0.651787837
CHMP4B,0.7,3,5,0,7.61783,146,53,46.43,43063,43063,1,1,0,0.000002347,0.64334,0.10911,2.351882335,-0.075159878,0.183,0.957729701
CHMP4A,0.828,27,4,1,9.74559,220,41,50.64,2737.363636,3534.75,11,4,7,0.000002228,0.13642,0.07991,-1.001269984,0.262810045,4.78812,0.889787952
LMAN2L,1.125,18,5,0,9.21353,219,45,44.97,29018.55556,33403.2,12,5,7,0.000002662,0.21755,0.12712,0.213425396,-0.648365105,0.73498,0.157400762
REC114,0.831,12,4,0,2.94157,472,16,38.4,116852,0.000001,2,2,0,0.000001,0.000001,0.000001,0.000001,-0.005381972,10000,0.000001
CBX4,1.708,12,10,0,6.47412,242,-2,62.53,3756.25,4452.333333,4,3,1,0.000002699,0.87942,0.1035,3.864043969,0.106667882,6.20429,0.369475616
CBX3,0.577,2,1,0,9.1523,445,43,41.57,7788,9263.4,8,5,3,0.000003013,0.65881,0.2066,0.000001,0.057118534,0.23144,0.965226731
CBX2,1.972,42,26,0,6.33863,209,31,58.13,5256,7095.5,3,2,1,0.000002738,0.13339,0.12407,0.673479528,-0.659500046,4.16263,0.955461542
CBX1,0.578,1,2,1,12.0595,255,20,45.96,29030.83333,29030.83333,6,6,0,0.000002513,0.000001,0.000001,0.000001,0.057118534,10000,0.961006089
CBX8,1.195,16,7,0,6.33863,209,31,60.55,5222,4866,4,3,1,0.000002738,0.92567,0.17506,1.765234795,-0.003562597,1.50251,0.975267833
CBX7,0.786,4,10,0,10.63921,223,78,54.25,15208.14286,19574.66667,7,3,4,0.00000229,0.68646,0.12378,2.135201784,-0.229483771,0.40831,0.800905187
CBX6,1.264,6,8,0,13.1746,358,54,58.47,7177,9426.5,3,2,1,0.000002263,0.000001,0.000001,3.705728754,0.000001,1.18226,0.590632511
CBX5,0.596,1,2,0,7.53625,205,59,42.96,20607.6,23064.75,5,4,1,0.000003619,0.78596,0.41336,0.000001,0.035072054,0.05925,0.994026163
MUTYH,1.73,43,9,0,10.02765,249,29,51.03,7552.166667,10017.47368,41,19,22,0.000001852,0.13463,0.29137,0.415752364,0.112125503,7.69141,0.683927441
CGGBP1,0.509,2,3,0,1.23235,894,-3,35.99,34330.66667,40935.2,6,5,1,0.000005129,0.22371,0.11109,0.000001,0.013025609,10000,0.340912403
ORC4,1.376,21,2,0,0.90907,937,4,36.15,54364.625,80109,18,10,8,0.000001,0.76699,0.11947,0.608618123,0.817616644,10.4779,0.11437136
ORC5,1.476,27,11,0,1.52701,927,0,36.03,40489.14286,67777,8,3,5,0.000001,0.97972,0.13032,-0.8799122,-0.666770504,2.54815,0.11437136
ORC6,0.794,12,8,0,4.4342,253,-10,44.16,6146.666667,8157,9,3,6,0.000001,0.29023,0.10279,0.065371334,-0.405853867,0.67284,0.11437136
ORC1,2.666,52,18,0,8.15523,448,26,44.76,31594,31594,2,2,0,0.000001,0.89876,0.11978,0.706998738,0.606246644,4.84738,0.11437136
ORC2,1.814,14,7,0,6.41949,201,29,39.05,17517,24789.66667,7,3,4,0.000001,0.95283,0.1216,0.83713303,-0.181750739,1.25694,0.11437136
RPL36AL,0.326,2,4,0,5.63227,409,-4,45.59,2167,2167,1,1,0,0.000002926,0.4174,0.12214,0.000001,-0.009020804,0.06803,0.903404742
ORC3,2.239,26,9,0,2.36047,435,28,38.95,44860.14286,61370.8,7,5,2,0.000001,0.88456,0.11674,0.212408165,0.666922772,7.00037,0.11437136
OR10AG1,0.911,14,11,0,0.04262,1044,-40,37.97,1016,1016,1,1,0,0.000009748,0.000001,0.000001,0.594072556,1.68481378,3.4887,0.05708242
SUZ12,2.3,13,8,1,7.17248,310,27,41,33632.5,63805.5,4,2,2,0.000002862,0.000001,0.000001,2.675628684,-0.159704656,1.10711,1
NVL,2.772,36,16,0,6.26336,139,16,41.59,40830.66667,73814.09091,25,11,14,0.000003313,0.10354,0.11916,1.674132633,0.558509856,4.32006,0.701295086
ARIH2OS,0.878,10,4,0,18.38219,241,33,61.45,1598,1598,1,1,0,0.000001,0.000001,0.000001,0.000001,0.000001,1.40108,0.000001
CELF6,1.506,7,5,0,11.28261,260,47,48.48,28781,26315.8,7,5,2,0.000002226,0.000001,0.000001,1.88526314,0.193034296,2.26904,0.23091223
CELF5,1.518,7,15,0,9.03046,241,39,53.43,35431.625,72003.5,8,2,6,0.000002627,0.15787,0.08486,3.06388911,-0.714505427,0.47419,0.11437136
CELF4,1.521,10,23,0,0.55294,588,-11,52.35,169958.4348,206909.8947,24,19,5,0.000004376,0.51622,0.11809,3.085951019,-0.514264485,0.80044,0.731196952
CELF3,1.467,5,8,1,12.10719,255,29,57.78,9202.25,11851,8,4,4,0.000002532,0.70964,0.12663,2.906919926,-0.05129383,0.68374,0.781199836
SDCBP,0.937,7,9,0,2.00469,608,11,35.86,23039.92308,27824.5,13,8,5,0.000004037,0.13282,0.36375,0.28050191,-0.516085732,1.42722,0.903284348
CELF2,1.701,12,12,0,0.96767,864,5,42.7,225968.4615,237455.6923,14,13,1,0.000003964,0.2126,0.14915,3.140088837,-0.404032746,0.3954,0.539175613
CELF1,1.61,6,14,0,10.11926,219,40,43.94,34609.47619,46805.06667,21,15,6,0.000002017,0.91262,0.15588,2.584000415,-0.494039303,0.6236,0.781199836
CHMP2A,0.694,11,3,0,26.7387,276,11,54.26,2582.75,2737.166667,8,6,2,0.000003057,0.12954,0.12971,1.190511416,-0.207437529,10000,0.965226731
PAQR6,1.409,27,2,1,22.66205,211,33,60.95,4143.909091,4554.166667,12,6,6,0.000002428,0.06273,0.07312,1.882038058,-0.26993514,2.01985,0.130799798
PAQR7,1.046,14,9,0,7.46382,372,24,51.15,10044,10044,1,1,0,0.000001519,0.1556,0.11007,0.498082718,-0.157884861,4.59455,0.45892862
PAQR8,1.07,14,13,0,3.72545,431,33,42.53,44341.66667,44341.66667,3,3,0,0.000003076,0.27883,0.141,1.445380667,-0.60427181,0.63284,0.74763714
PAQR9,1.139,6,18,0,3.97648,422,17,41.7,8728.333333,8728.333333,3,3,0,0.000002852,0.53274,0.10894,3.555016851,-0.426079032,2.53898,0.380087473
PAQR3,0.966,15,9,0,1.70032,699,18,35.92,23581,32102,14,3,11,0.000002725,0.48094,0.10471,0.888896801,-0.337894035,0.83906,0.183014563
PAQR4,0.837,17,12,0,14.43513,234,49,64.48,3215.8,3215.8,5,5,0,0.000001918,0.000001,0.000001,0.290550338,-0.47017169,2.26717,0.409026375
CASD1,2.484,35,12,0,4.46033,469,3,34.66,20624.33333,35881,6,2,4,0.000004423,0.000001,0.000001,0.274579167,-0.642904475,2.98771,0.287238499
PAQR5,1.028,12,6,0,3.66429,210,29,46.86,72176.33333,95751.25,6,4,2,0.000002337,0.14514,0.14477,0.046531921,-0.025608647,3.95791,0.273920375
CHMP2B,0.672,11,5,0,0.57851,415,-19,34.78,21712,27177.66667,5,3,2,0.000005494,0.34759,0.14616,0.000001,-0.161524709,1.64511,0.922209868
ERO1L,1.487,13,12,0,3.14095,313,11,37.59,24864.9,32411,10,3,7,0.000002568,0.24339,0.12942,1.259934669,-0.404032746,1.21532,0.742498514
NYX,1.456,0,0,0,0.000001,0.000001,0.000001,46.95,19333,28235,3,2,1,0.000002207,0.21755,0.23824,1.595387407,0.000001,1.84047,0.282984776
HAVCR2,0.941,24,5,0,1.66999,1198,18,42.36,18139.33333,31126.66667,6,3,3,0.000003591,0.000001,0.000001,-0.765817591,0.973768544,2.01313,0.331165305
DAND5,0.58,14,1,0,18.86809,335,40,52.32,7319,7319,2,2,0,0.000002831,0.10745,0.20281,0.048031553,-0.029247611,0.58379,0.054465401
LMAN1L,1.651,28,13,0,7.64533,195,46,56.54,6402.8,8603.75,10,4,6,0.000002367,0.05079,0.0924,0.332089528,0.933309256,8.38925,0.12386935
HAVCR1,1.135,20,14,0,1.3835,1207,11,42.99,23766.16667,25357.33333,7,6,1,0.000003825,0.000001,0.000001,0.669602309,0.797386419,9.70555,0.01716113
RABIF,0.382,4,6,0,4.22793,318,28,45.67,10179,10179,1,1,0,0.000002213,0.15556,0.12841,0.000001,-0.007201372,0.46924,0.820072641
CASC4,1.361,16,8,0,9.73993,493,37,40.59,48722.36364,86278,12,6,6,0.000002337,0.000001,0.000001,1.030936587,0.018483465,1.89097,0.95275896
FN3KRP,0.96,20,10,0,8.55855,243,21,53.24,8700.777778,10703,10,4,6,0.000001,0.000001,0.000001,-0.504710832,0.020302773,3.68184,0.777724034
CASC5,7.159,101,33,0,9.58415,139,47,41.23,29436.91667,36525.5,12,6,6,0.000001941,0.08184,0.10206,-0.049572084,1.646179058,10.90201,0.862709796
ENDOD1,1.513,18,13,0,2.73779,513,16,42.69,42836,42836,1,1,0,0.000002375,0.23376,0.1038,1.493539812,0.995816767,9.32819,0.577879557
CASC3,2.177,22,9,0,15.37878,156,32,45.51,11748.7,26442,10,2,8,0.000002109,0.09632,0.1108,1.685762976,-0.88906181,4.77143,0.307483655
CASC1,2.431,36,17,1,2.55116,633,18,38.2,64546,76408.125,14,8,6,0.000003554,0.14848,0.08573,-0.051612568,-0.396754488,10.30776,0.074322981
ATF7IP2,2.099,31,16,1,1.99617,364,9,41.4,46029.29412,64056.77778,18,9,9,0.00000243,0.06581,0.08435,-1.054588569,0.069852974,5.87775,0.7100201
NXN,1.389,24,9,0,9.414,376,15,50.99,60861.92308,71217.2,13,5,8,0.000003305,0.29418,0.11588,0.835946007,-0.822919685,2.94331,0.881117885
ASNA1,1.082,9,9,0,19.59466,226,29,53.33,9666,10170,4,3,1,0.000002826,0.39047,0.17821,1.750175426,-0.538132194,0.46034,0.962653718
HLCS,2.226,48,22,0,4.25948,486,61,44.35,102400.6667,116111.2,6,5,1,0.000002173,0.07149,0.25106,-0.795272646,-0.591542347,2.69061,0.997715078
NUDT16L1,0.721,16,6,0,7.17235,194,35,65.05,1969.6,1969.6,5,5,0,0.00000217,0.000001,0.000001,2.367341987,-0.0274281,0.4638,0.229923357
SV2B,2.112,31,25,0,4.57413,624,1,42.5,137115.5,156383.6667,6,3,3,0.000002905,0.74493,0.17703,0.54377179,-1.173870472,2.92586,0.734338774
SV2A,2.323,20,19,0,7.98975,560,17,52.21,13467.5,13467.5,2,2,0,0.000005085,0.90323,0.34509,3.020834788,-1.241834664,1.84896,0.125560093
SV2C,2.244,25,25,0,1.71171,858,16,41.42,173930.6667,258717,3,2,1,0.000003208,0.17231,0.1358,1.357586547,-0.24061166,8.83934,0.684606194
NSF,1.536,13,6,0,5.25541,203,12,38.62,77255.44444,86496.14286,9,7,2,0.000003374,0.54424,0.29957,3.541909815,0.000001,0.48907,0.570150658
SUOX,1.653,21,5,0,20.80397,229,31,52.21,6232.058824,6943.222222,17,9,8,0.000002751,0.03909,0.23309,0.614968043,0.15257911,1.95214,0.989245473
CCDC88B,4.566,86,31,1,16.10483,257,51,61.63,9813.7,13106.66667,10,3,7,0.000002135,0.000001,0.000001,0.648326933,0.282839608,8.4572,0.781947866
RABL3,0.751,11,7,0,3.07936,475,10,37.93,49020.625,54331.5,8,2,6,0.000003694,0.000001,0.000001,-0.254932024,-0.205617011,0.67076,0.92467354
CCDC88A,5.776,49,32,0,6.21554,341,27,36.45,56314,72405.6,14,10,4,0.000002045,0.22232,0.13422,2.363601168,-1.567158756,3.39453,0.840460277
MPP1,1.478,0,1,0,0.000001,0.000001,0.000001,41.68,17698.33333,25224.71429,18,7,11,0.000003009,0.88624,0.10499,0.874082165,-0.181750739,0.64673,0.967929053
WBSCR16,1.528,7,6,0,7.338,220,50,51.13,26694.42857,28691.2,6,4,2,0.000005738,0.68423,0.08163,2.826268688,0.000001,7.21716,0.875319764
RABL6,2.513,50,18,0,19.21909,176,44,57.25,19860.30769,20620.22222,13,9,4,0.000001,0.000001,0.000001,0.000001,-0.282886048,2.78361,0.000001
MPP2,2.023,22,18,0,10.25836,241,19,52.29,25313.27778,25934.2,18,15,3,0.00000241,0.58879,0.11658,1.963686203,-1.021348453,1.7805,0.121567096
CCDC88C,6.237,116,69,1,2.71632,469,47,51.25,32784.92857,59347.25,14,4,10,0.00000211,0.12404,0.10177,1.47383121,1.142713576,5.85803,0.134530253
WBSCR17,1.852,23,25,0,0.38269,1094,-34,44.5,384872.75,348515.5,4,2,2,0.000007847,0.61105,0.11262,2.635889317,-1.221604042,0.92008,0.353373033
MPP3,1.848,26,22,0,10.53443,192,27,48.95,14453.55556,31586,9,2,7,0.000002386,0.85478,0.12185,1.445607425,-0.376526807,5.27672,0.623977537
MPP4,2.019,34,12,0,4.66105,534,28,41.38,42451.3,47789.75,11,8,3,0.000002189,0.85297,0.0908,-0.55232154,-0.464712395,8.68406,0.453447866
MPP5,2.093,26,10,0,4.83147,260,32,37.63,53662.28571,63317.6,7,5,2,0.000002139,0.97356,0.13722,1.022977238,0.466683681,3.84236,0.876009156
RING1,1.251,7,12,0,14.74628,377,24,53.03,3695.333333,4227.666667,2,1,1,0.000002845,0.38612,0.15278,3.04655732,-0.361761279,2.7279,0.958924571
MPP6,1.678,10,8,0,2.5442,405,18,35.88,73761.75,104126.8,8,5,3,0.000003142,0.90973,0.11809,2.252033392,-0.093566408,1.18196,0.825565747
MPP7,1.811,33,15,0,2.45887,473,-2,38.78,182863.6,233784.6667,10,6,4,0.000003307,0.82513,0.10875,-0.664523479,-0.821100135,2.93894,0.723945025
INHA,1.111,19,13,0,5.48994,487,35,58.09,4705.5,3519,2,1,1,0.000002502,0.35438,0.26019,0.606596035,0.084621747,3.73451,0.574359327
NRM,0.833,5,2,0,21.15149,171,41,55.10666667,2880.210526,2991.272727,9,4,5,0.000002569,0.000001,0.000001,1.159074993,0.014844891,1.90609,0.218610668
NRL,0.724,10,5,0,9.9235,355,19,49.83,14647.66667,14647.66667,6,6,0,0.000002227,0.86356,0.42194,0.30798002,0.000001,0.65679,0.800905187
NRK,4.894,1,0,1,0.000001,0.000001,0.000001,35.79,88256,88256,4,4,0,0.000004772,0.3258,0.31202,0.445335177,0.000001,9.15478,0.08722627
ADAD2,2.053,47,34,0,5.82429,364,12,58.6,3022.555556,5465.666667,9,3,6,0.000002258,0.000001,0.000001,-0.278526694,0.141451114,10.86933,0.139904623
ING5,0.763,4,9,0,13.23203,406,32,51.88,12334.63636,24715,11,2,9,0.000003573,0.000001,0.000001,2.068906825,-0.317668748,0.46577,0.988335963
RBBP8NL,2.06,41,23,0,11.90462,205,28,63.79,17297,17297,1,1,0,0.000001,0.000001,0.000001,0.000001,0.000001,9.57273,0.000001
ING4,0.79,8,5,0,28.16983,210,61,47.73,10146.46667,12015.375,17,8,9,0.000002468,0.96198,0.1705,1.271241466,-0.029247611,0.74209,0.966198916
ING3,1.334,6,7,1,1.05792,514,7,35.55,15110,15692.25,6,4,2,0.000004464,0.000001,0.000001,2.40641214,-0.317668748,0.62385,0.994287637
WBSCR27,0.763,17,9,1,10.99366,208,37,59.31,6161.333333,7946,3,1,2,0.000004062,0.000001,0.000001,0.685449731,1.306318795,3.7188,0.006435474
APEX2,1.587,0,2,0,0.000001,0.000001,0.000001,49.09,7533,8701,2,1,1,0.000003868,0.07453,0.13544,1.216792547,-0.558357437,1.39924,0.205725245
ING2,0.91,3,5,1,0.000001,0.000001,0.000001,46.91,5137,5137,3,3,0,0.000002274,0.000001,0.000001,2.062001763,0.000001,0.46503,0.875705743
WBSCR28,0.813,23,10,0,10.99366,208,37,53.52,4727,4735,2,1,1,0.000004062,0.11932,0.07913,-1.149986692,0.418953043,2.7693,0.171556186
ADAD1,1.786,18,10,1,2.27942,612,-14,36.55,28866.57143,34656,7,5,2,0.000003158,0.10402,0.12427,1.293884789,-0.22584292,1.53148,0.233188164
CTCFL,2.764,39,19,1,1.81464,562,10,45.43,20471.6,22018,22,16,6,0.000002972,0.11608,0.09123,0.968118357,1.181302384,3.77775,1
WBSCR22,0.962,24,4,0,11.39944,214,53,54.07,10466.72222,12713.4,19,5,14,0.000005711,0.05749,0.11835,-0.532811075,-0.560178693,0.8404,0.649562597
APEX1,0.977,21,7,0,4.64497,395,17,47.06,1902.35,1935.769231,20,13,7,0.000004212,0.90033,0.75993,0.026950711,0.084621747,9.19703,0.964093145
ING1,1.429,20,10,0,5.60003,274,51,49.86,6416.6,7010.75,5,4,1,0.000003064,0.78935,0.17351,2.021921568,-0.512444034,2.71419,0.903510443
GIGYF1,3.228,50,32,0,18.8443,247,60,62.01,3854.75,9942,4,1,3,0.00000311,0.17963,0.14866,1.437874834,-1.655370293,7.73997,0.767538023
INF2,3.893,55,40,0,6.51235,241,21,63.24,12156.75,21724.5,8,4,4,0.000002682,0.000001,0.000001,2.111184085,-0.033100763,8.53891,0.251639926
CBY3,0.739,5,0,0,0.000001,0.000001,0.000001,56.31,2392,2392,1,1,0,0.000001,0.000001,0.000001,0.000001,0.746027844,3.76611,0.149286592
SUN5,1.205,21,9,0,4.61222,461,40,49.42,12564.5,12564.5,4,4,0,0.000002397,0.09219,0.09059,0.638121157,-0.268115223,6.24619,0.404376441
SUN2,2.302,49,16,0,12.91659,272,73,54.74,10013.95,13186.14286,20,14,6,0.000002257,0.20389,0.1183,0.711785548,0.051446096,7.14983,0.539175613
SUN3,1.227,12,10,1,1.47364,445,21,38.99,28154,34076.57143,10,7,3,0.000003084,0.000001,0.000001,1.150501737,0.817616644,2.19884,0.11437136
CBY1,0.535,9,4,1,10.56349,262,45,47.17,13856.7,15814.75,10,4,6,0.000002243,0.09054,0.13156,0.000001,-0.207437529,0.64621,0.980207716
SUN1,2.637,59,28,0,6.4296,310,29,52.69,21080.41667,29678.31579,37,19,18,0.000003377,0.12582,0.08767,-0.475282324,0.834017099,6.51539,0.11437136
GKN2,0.585,13,2,1,3.40835,327,14,39.62,7661.5,7661.5,2,2,0,0.00000234,0.08859,0.08459,0.000001,0.549415813,4.38174,0.000254594
NTS,0.533,7,3,0,0.2218,677,-32,29.39,7317.333333,8590.5,3,2,1,0.000005083,0.68978,0.36104,0.000001,0.147123112,0.43179,0.781199836
METRNL,0.956,23,15,0,2.22738,483,14,63.07,8596,10238.5,5,4,1,0.000001,0.17503,0.10846,0.617406384,-0.089927255,2.77561,0.090238042
MPND,1.571,21,16,1,21.22615,220,27,55.95,13096.375,12730.42857,8,7,1,0.000002631,0.0848,0.09646,0.714245321,0.174625237,3.87042,0.895185452
GKN1,0.63,7,5,1,3.38803,222,16,36.83,4938,6402,2,1,1,0.000002263,0.000001,0.000001,0.151290067,-0.183570861,0.68088,0.200297645
NTM,1.212,20,12,0,0.09703,1115,-5,43.25,314773.8636,535604.8,22,10,12,0.000006687,0.000001,0.000001,1.135240498,0.196671391,1.93894,0.11437136
HIGD1C,0.309,8,2,0,5.69122,220,40,42.91,16585,16585,1,1,0,0.00000228,0.000001,0.000001,0.000001,0.391453969,1.77515,0.105406155
ALPPL2,1.654,32,16,0,3.07666,204,37,62.99,3872,3872,1,1,0,0.000002652,0.06594,0.18722,1.331862632,0.468503535,4.53799,0.959478171
LRRD1,2.608,3,3,0,0.000001,0.000001,0.000001,39.49,31566.5,24409.2,6,5,1,0.000001,0.000001,0.000001,0.000001,0.257356108,10.89381,0.11437136
AMOTL1,2.936,38,24,0,3.3267,472,-7,41.79,71682.66667,104577,6,4,2,0.000002468,0.32669,0.10659,1.461765326,-0.437212558,4.78411,0.695230191
SART3,2.987,42,26,0,4.37636,399,40,42.65,14530,18618,16,7,9,0.000003104,0.08156,0.15103,1.076720994,-1.03613328,8.16526,0.991534609
AMOTL2,2.567,45,16,0,3.03429,189,21,55.04,8797,8998.7,13,10,3,0.000002835,0.08123,0.10718,0.944204359,0.804668134,4.66028,0.921723428
SART1,2.503,33,33,0,38.54361,208,57,55.3,4604.25,18140,8,1,7,0.000002029,0.81659,0.10424,2.30851622,-0.949752638,8.49158,0.850462654
LPHN2,4.307,62,27,1,0.55308,1274,-19,36.78,224353.5333,363088,24,16,8,0.000003875,0.9059,0.26245,1.447355122,-0.189246284,4.70335,0.808917382
CLPTM1L,1.702,35,20,1,6.12621,541,30,56.17,10365.9375,26119.66667,16,3,13,0.000005764,0.22539,0.12562,0.397183498,-0.596992387,2.66142,0.823638399
LPHN3,4.525,31,29,0,0.1117,1494,-18,35.25,506250.5238,597339.129,19,16,3,0.000005803,0.16776,0.14106,1.864447709,-0.369255208,3.76083,0.156285197
ARHGEF40,4.675,77,43,0,0.000001,0.000001,0.000001,53.84,12420.66667,14920.66667,9,3,6,0.000001,0.000001,0.000001,1.737279939,-0.226073511,7.57807,0.11437136
HIGD1A,0.344,4,2,1,3.69545,396,31,43.07,24411,19790.25,6,4,2,0.000002013,0.23506,0.24555,0.000001,-0.031067188,0.48758,0.903404742
LRRC7,4.739,37,37,0,2.98237,695,-26,35.35,133258.2308,396380.75,13,4,9,0.000004773,0.42578,0.12755,3.327135277,-1.368693559,2.74333,0.872006942
CCAR2,2.872,46,34,0,7.57216,224,45,50.83,5497.307692,6488.7,13,10,3,0.000001,0.70931,0.23392,0.000001,-0.812021021,2.82001,0.000001
LPHN1,4.54,57,61,1,10.36713,321,25,56.42,16773.125,23628.6,8,5,3,0.000002662,0.25579,0.23096,4.200498453,-2.625946333,3.35781,0.930350024
HIGD1B,0.315,8,6,0,11.01543,172,28,52.42,2564.2,3079.666667,5,3,2,0.000002354,0.13872,0.07513,0.000001,0.415317661,6.31884,0.781192743
CCAR1,3.573,27,16,0,8.59993,256,45,41.75,37640.55556,46797.5,18,10,8,0.00000186,0.68559,0.15921,2.840053233,-1.087493118,2.57017,0.815579505
LRRC4,1.967,21,26,0,0.000001,0.000001,0.000001,56.07,1932.75,1932.75,4,4,0,0.000001,0.42966,0.14781,2.391299539,-0.244249595,2.47491,0.244848122
LRRC3,0.779,10,22,0,8.93345,411,43,61.26,3371,3371,1,1,0,0.000002833,0.14351,0.12285,1.573978811,0.130533008,1.52296,0.228738556
LRRC6,1.461,23,7,0,1.88389,902,-4,39.07,57808.81818,75542.4,11,5,6,0.000004167,0.05652,0.10784,0.273723569,0.374860183,7.39021,0.1861485
LRRC2,1.156,20,5,0,2.83343,528,42,43.26,37345,56439.5,4,2,2,0.000001773,0.29372,0.07609,0.808661747,1.24016994,9.57072,0.002231546
NOXA1,1.522,28,21,0,15.91716,213,30,62.38,11034,11034,2,2,0,0.000001,0.11005,0.14742,-0.456952868,0.756930627,5.35221,0.817791533
LRRC1,1.645,19,12,0,2.56818,437,30,39.72,82643.25,109099,4,2,2,0.000002962,0.27177,0.13168,1.208589156,-0.402212257,2.42766,0.933784132
PKHD1L1,13.122,232,64,1,1.34643,732,6,35.43,55961.5,108782,4,2,2,0.000005418,0.38442,0.10513,-1.109419796,5.453048233,23.72246,0.108331627
SARS2,1.719,30,15,0,17.94625,282,21,53.66,9793.533333,16352.66667,15,6,9,0.000002471,0.08678,0.15379,0.885435282,-0.709045403,4.82641,0.990797772
PPP1CA,1.061,1,12,0,12.69888,177,51,61.16,6519.909091,9080.666667,11,6,5,0.000003326,0.99591,0.45874,3.364307714,-0.361761279,0.15276,0.995647112
EGFLAM,3.184,63,26,0,1.59917,497,-12,42.6,64363.72727,75781.75,11,8,3,0.000004423,0.21901,0.73839,-0.169410463,1.058154044,12.17606,0.327766028
ADSL,1.52,29,7,0,4.45026,427,47,45.27,13296.375,21619.75,8,4,4,0.0000023,0.77056,0.31214,0.126476849,-0.600630256,3.04374,0.957838763
HIGD2A,0.331,1,2,0,5.76954,347,45,57.37,1025,1025,1,1,0,0.000003259,0.03795,0.07677,1.732343801,0.013025609,0.06601,0.72250077
ORAI2,0.775,9,13,0,5.79276,202,61,54.69,13948.88889,14005,9,8,1,0.000004116,0.3232,0.11154,1.722398244,-0.293801652,0.96755,0.955672782
ADSS,1.436,9,4,0,7.10088,534,2,38.3,19189.66667,43641,3,1,2,0.000003597,0.71511,0.34803,2.4494554,0.014844891,2.15777,0.954791819
ORAI1,0.922,8,11,1,7.20229,228,56,53.67,15424,15424,2,2,0,0.000002613,0.09752,0.14115,2.287480945,0.104848986,1.00209,0.541847568
ARHGEF26,2.686,41,13,0,0.000001,0.000001,0.000001,38.97,115120.6,136142.3333,5,3,2,0.000001,0.000001,0.000001,1.730186142,0.580556396,8.24753,0.11437136
ARHGEF25,2.042,27,12,1,0.000001,0.000001,0.000001,56.4,3218.857143,6436.5,7,2,5,0.000001,0.000001,0.000001,0.800187352,-0.021969881,2.99965,0.11437136
ARHGEF28,5.466,95,34,0,0.000001,0.000001,0.000001,39.36,113685.2308,228612,15,9,6,0.000001,0.000001,0.000001,0.000001,0.000001,17.47256,0.000001
CACNB1,2.132,21,17,0,14.26821,212,31,54.39,10676.72727,21794.33333,11,3,8,0.000002489,0.09797,0.11854,2.558752139,-0.556537043,1.24273,0.321651871
CACNB2,2.369,38,25,0,0.74282,408,4,40.47,246338.7273,322088.6667,12,9,3,0.000005271,0.18213,0.15589,0.794344182,-0.705410796,5.48442,0.224947679
CACNB3,1.578,21,8,0,16.55612,214,57,57.6,7987.043478,9306.333333,24,9,15,0.000002447,0.33252,0.11612,1.687012911,-0.756778259,1.4109,0.227852186
