Gene	GDI_Phred
SEPT12	2.94463
HIC2	2.94506
CLDN2	2.94550
EPHB2	2.94594
IQCD	2.94638
USP32	2.94681
ZNF493	2.94725
XPO4	2.94769
PTGIS	2.94813
PLXNA1	2.94857
LRRC52	2.94900
ATP4B	2.94944
RBAK	2.94988
SLC12A5	2.95032
PTPRE	2.95076
LENG1	2.95119
RABEP1	2.95163
GRPEL1	2.95207
AGPAT9	2.95251
TNFRSF18	2.95295
ARHGAP22	2.95338
SPANXN2	2.95382
GNB3	2.95426
NCBP2L	2.95470
DDX19B	2.95514
AUNIP	2.95558
CPA2	2.95602
DAB1	2.95645
NDNF	2.95689
BACH1	2.95733
OR13C4	2.95777
LDHC	2.95821
HMX3	2.95865
TBC1D5	2.95909
BTNL9	2.95953
MAGEA4	2.95996
ARMC2	2.96040
UGT1A1	2.96084
BRD4	2.96128
SEMA5A	2.96172
TBC1D9	2.96216
CHRDL2	2.96260
CD4	2.96304
ZNF479	2.96348
LDLRAP1	2.96392
OR9Q1	2.96436
TOR4A	2.96480
IZUMO3	2.96524
TTK	2.96567
C3orf83	2.96611
ZNF506	2.96655
TMEM108	2.96699
TSPAN19	2.96743
RAD52	2.96787
AL050302.1	2.96831
PCDHA2	2.96875
SLC2A13	2.96919
TSACC	2.96963
EIF4B	2.97007
NTN5	2.97051
TTI2	2.97095
DDX52	2.97139
PITPNM1	2.97183
AVIL	2.97227
CYLC2	2.97271
RC3H2	2.97315
MMP2	2.97359
LBH	2.97403
BDH2	2.97448
SLC1A3	2.97492
SERPINB6	2.97536
UBAP1	2.97580
SLC7A8	2.97624
AC009041.2	2.97668
CAMSAP2	2.97712
RP11-861L17.3	2.97756
PNKD	2.97800
ABCA3	2.97844
MVB12A	2.97888
GPBP1L1	2.97932
TMEM37	2.97976
NTSR2	2.98021
SND1	2.98065
CYB5R4	2.98109
CALHM2	2.98153
REEP4	2.98197
HAS3	2.98241
FAM13C	2.98285
MBOAT2	2.98329
FMNL3	2.98373
ZBTB46	2.98418
ANKRD37	2.98462
ZNF444	2.98506
PRSS21	2.98550
UPK3A	2.98594
C19orf83	2.98638
LURAP1	2.98683
LRRC72	2.98727
CASD1	2.98771
XXYLT1	2.98815
ASPH	2.98859
DUSP28	2.98903
ASCL4	2.98948
PPP1R21	2.98992
C2CD4A	2.99036
ZNF266	2.99080
ALKBH7	2.99125
RNASE11	2.99169
GPA33	2.99213
GINM1	2.99257
PPP6R1	2.99301
ARHGAP20	2.99346
LUC7L2	2.99390
AFF1	2.99434
KLHL6	2.99478
ATP5J	2.99523
STXBP4	2.99567
KIF9	2.99611
OR6T1	2.99655
HNRNPLL	2.99700
LCE1B	2.99744
C14orf177	2.99788
FMNL2	2.99833
TRMT11	2.99877
VWCE	2.99921
ARHGEF25	2.99965
BCL2L13	3.00010
JTB	3.00054
ADAMTSL5	3.00098
LYVE1	3.00143
GJC3	3.00187
SCYL1	3.00231
MYOG	3.00276
TANC2	3.00320
ACRV1	3.00364
PLGRKT	3.00409
TRMT2A	3.00453
RPN1	3.00497
ZNF652	3.00542
MID2	3.00586
STOM	3.00630
MTMR9	3.00675
OS9	3.00719
UBA5	3.00764
C17orf103	3.00808
NPBWR2	3.00852
STXBP3	3.00897
PLEKHA6	3.00941
SLC6A2	3.00986
OR2A1	3.01030
SMIM3	3.01074
PLTP	3.01119
MRPL48	3.01163
UBOX5	3.01208
TAC4	3.01252
ZC3H6	3.01297
METTL16	3.01341
PLSCR5	3.01385
CNTNAP2	3.01430
UTS2B	3.01474
PLEK2	3.01519
NAT8	3.01563
PISD	3.01608
LHX1	3.01652
E2F7	3.01697
ZNF223	3.01741
FCN3	3.01786
CDC42EP1	3.01830
C9orf117	3.01875
TCF24	3.01919
USP49	3.01964
POLD3	3.02008
DGCR6	3.02053
LRRC37A3	3.02097
M1AP	3.02142
F7	3.02186
EDEM1	3.02231
GCOM1	3.02275
CADPS2	3.02320
ACOX1	3.02364
CDNF	3.02409
KIAA1143	3.02453
U82695.9	3.02498
ZNF793	3.02543
MC4R	3.02587
TEAD4	3.02632
MAGIX	3.02676
C18orf54	3.02721
SH3BP5	3.02765
UTP3	3.02810
SETD4	3.02855
DLK2	3.02899
INPP4A	3.02944
ABCG4	3.02988
RRP1B	3.03033
TSHZ3	3.03078
HGF	3.03122
SSH1	3.03167
BAI3	3.03212
TMEM133	3.03256
ZBTB32	3.03301
PHKA2	3.03346
NANOS3	3.03390
IGFL1	3.03435
OR8K3	3.03479
SUSD5	3.03524
ZNF491	3.03569
SULT2B1	3.03613
F11	3.03658
PSIP1	3.03703
ZNF98	3.03748
FBLIM1	3.03792
DNMT3B	3.03837
AKR1B15	3.03882
ZNF567	3.03926
ZNF548	3.03971
TNFRSF10C	3.04016
FBXO47	3.04060
IL22RA2	3.04105
PRAME	3.04150
PTPN2	3.04195
ZNF80	3.04239
ZNF620	3.04284
RP11-17M16.1	3.04329
ADSL	3.04374
KCNS1	3.04418
NF1	3.04463
RCL1	3.04508
KIFC2	3.04553
TSSK1B	3.04597
KIF2A	3.04642
MYH10	3.04687
TTC4	3.04732
DCPS	3.04821
PGK2	3.04777
LAG3	3.04866
SERPINF1	3.04911
PRKD2	3.04956
SLC36A4	3.05001
OSBP2	3.05045
ZNF551	3.05090
MGAT4C	3.05135
PADI2	3.05180
GEMIN8	3.05225
ANAPC1	3.05270
PLA2G2D	3.05315
RNF215	3.05359
RAD54B	3.05404
GUCY1A3	3.05449
IDH3G	3.05494
KCNQ5	3.05539
ROPN1B	3.05584
SMYD2	3.05629
DLGAP3	3.05673
ANTXR2	3.05718
C1orf56	3.05763
RHOF	3.05808
MRGPRX1	3.05853
ZSCAN18	3.05898
NCOA2	3.05943
HAT1	3.05988
RNF113B	3.06033
SFTPB	3.06078
NPHP1	3.06123
MMEL1	3.06168
ZNF143	3.06212
USP39	3.06257
C11orf1	3.06302
LRRC19	3.06347
TRIP10	3.06392
SLC31A1	3.06437
TUB	3.06482
AC112693.2	3.06527
ARHGAP33	3.06572
FBRS	3.06617
PDCD2	3.06662
TRO	3.06707
LTBR	3.06752
ESYT1	3.06797
HCFC2	3.06842
CYSLTR2	3.06887
DHRS4-AS1	3.06932
FAM172A	3.06977
C3orf79	3.07022
RBM24	3.07067
ARHGAP39	3.07112
SALL1	3.07157
SLC9A8	3.07202
PLEKHO1	3.07247
CHID1	3.07292
FURIN	3.07338
ATP13A2	3.07383
FABP9	3.07428
VPS9D1	3.07473
ATP2B4	3.07518
TTC39B	3.07563
WNT9B	3.07608
SEPT10	3.07653
RNASET2	3.07698
LRTM1	3.07743
CDRT15	3.07788
PEX12	3.07833
PRICKLE4	3.07879
TDRKH	3.07924
FAM84B	3.07969
ASPHD2	3.08014
RFX4	3.08059
SUPT20H	3.08104
NPIPB11	3.08149
CD2	3.08195
FKBP2	3.08240
BHMT2	3.08285
CSF1	3.08330
ACOT9	3.08375
STX3	3.08420
RNF103	3.08465
ADRA2A	3.08511
UFD1L	3.08556
C4BPA	3.08601
C2	3.08646
FSCN2	3.08691
TMOD4	3.08737
TBX22	3.08782
CCM2L	3.08827
SCNN1B	3.08872
AUP1	3.08918
PIP5K1B	3.08963
HYI	3.09008
SLC47A1	3.09053
C9orf139	3.09098
C19orf69	3.09144
CLASP1	3.09189
MLYCD	3.09234
ZBTB11	3.09279
CHD4	3.09325
RASA3	3.09370
KLF16	3.09415
PAK1IP1	3.09461
STAT5A	3.09506
SYNE4	3.09551
SPATA9	3.09596
ANTXR1	3.09642
ZMYM6NB	3.09687
CST9L	3.09732
SLCO4C1	3.09778
MAGEE1	3.09823
CYP2S1	3.09868
OVCH1-AS1	3.09914
PDSS1	3.09959
SLC39A10	3.10004
THOP1	3.10050
CENPB	3.10095
RP11-322E11.6	3.10140
HOPX	3.10186
AC093802.1	3.10231
IFIT3	3.10276
MEF2BNB	3.10322
GFI1	3.10367
RAD18	3.10413
GFI1B	3.10458
GRHPR	3.10503
ZDHHC11	3.10549
GALNT3	3.10594
FAM111A	3.10639
HPGDS	3.10685
CCDC132	3.10730
CCT5	3.10776
POFUT2	3.10821
MRE11A	3.10867
MED13L	3.10912
BCORL1	3.10957
LAX1	3.11003
SMUG1	3.11048
RANBP3	3.11094
ETV4	3.11139
ZADH2	3.11185
TTC23	3.11230
CYTL1	3.11276
ENDOU	3.11321
FRMPD3	3.11367
SERPINB1	3.11412
DAG1	3.11458
MYB	3.11503
PTGDR	3.11549
MIER3	3.11594
NCAPH	3.11640
C2orf40	3.11685
SNX29	3.11731
AZU1	3.11776
TMEM257	3.11822
HOXC13	3.11867
PPP6R3	3.11913
MDH2	3.11958
TMEM104	3.12004
RALGAPB	3.12049
TMEM256	3.12095
TSPAN15	3.12140
MYO1F	3.12186
KRTAP10-8	3.12232
SMIM8	3.12277
PAX3	3.12323
DHRS3	3.12368
TMEM72	3.12414
IMPG2	3.12459
ZDHHC13	3.12505
DMTN	3.12551
DYDC2	3.12596
CRYBB2	3.12642
ABHD12	3.12687
SLC12A7	3.12733
MTNR1A	3.12779
CRYGN	3.12824
NGDN	3.12870
PM20D2	3.12916
WNT6	3.12961
AFF3	3.13007
TESK2	3.13053
OR52B6	3.13098
JAK2	3.13144
HGD	3.13190
DYRK3	3.13235
WFDC3	3.13281
MAK	3.13327
OR52A5	3.13372
GTF3C6	3.13418
QARS	3.13464
KCNAB1	3.13509
IGFBPL1	3.13555
CD300C	3.13601
POFUT1	3.13647
PSEN2	3.13692
TMCC3	3.13738
ZDHHC7	3.13784
ABR	3.13829
GPR75	3.13875
TRIM56	3.13921
HLA-DOA	3.13967
FNBP1	3.14012
BAP1	3.14058
NADK2	3.14104
ADH4	3.14150
NEU1	3.14196
DPP9	3.14241
TFEC	3.14287
TMEM92	3.14333
CAD	3.14379
SYCP1	3.14424
ADSSL1	3.14470
SNAP29	3.14516
CDC14B	3.14562
OR4D11	3.14608
TSPAN16	3.14654
FAM134B	3.14699
IGFLR1	3.14745
IMPA2	3.14791
LEKR1	3.14837
PARD6B	3.14883
EXT2	3.14929
SPN	3.14974
AIM2	3.15020
KIT	3.15066
WDFY3	3.15112
DSCAM	3.15158
FHL3	3.15204
TMPRSS13	3.15250
MIP	3.15296
TNIP3	3.15341
G6PC3	3.15387
LRTM2	3.15433
CLIC5	3.15479
RPA1	3.15525
MEPE	3.15571
CCDC87	3.15617
SFSWAP	3.15663
CEACAM8	3.15709
NAE1	3.15755
SLC25A12	3.15801
TSPEAR	3.15847
KLHL31	3.15893
SPTLC3	3.15939
ZC3H13	3.15985
NEURL1B	3.16031
HCN1	3.16077
DNM1	3.16122
PPP1R12B	3.16168
NCMAP	3.16214
PLSCR4	3.16260
TMED3	3.16306
SLC27A4	3.16352
HPSE2	3.16398
SEC24C	3.16444
NANOS1	3.16490
DVL2	3.16537
BCL6B	3.16583
ETNK1	3.16629
CAMSAP1	3.16675
DRD5	3.16721
FAM180A	3.16767
AP001631.10	3.16813
SLC10A5	3.16859
PTH2R	3.16905
MBP	3.16951
TNFRSF13C	3.16997
MBOAT4	3.17043
ST3GAL1	3.17089
SLC25A46	3.17135
SLC9A3	3.17181
AC090673.2	3.17227
CNTF	3.17274
MAN1C1	3.17320
FZD4	3.17366
SLC16A10	3.17412
TLR2	3.17458
SORBS2	3.17504
PRAMEF22	3.17550
KIFC1	3.17596
PIK3R2	3.17643
CYTIP	3.17689
NBPF11	3.17735
C8orf12	3.17781
AIRE	3.17827
PRRT2	3.17873
FAM229B	3.17919
PON3	3.17966
OGG1	3.18012
PANX3	3.18058
RSF1	3.18104
TRAF5	3.18150
UFL1	3.18197
NKD2	3.18243
AKR1C2	3.18289
ZNHIT2	3.18335
DUS1L	3.18381
CCR10	3.18428
SCUBE3	3.18474
LYZL2	3.18520
MRPS33	3.18566
CUX1	3.18613
DDX5	3.18659
AKAP8	3.18705
RP11-429E11.3	3.18751
VPS18	3.18798
TMEM194A	3.18844
SLC25A52	3.18890
LPAR3	3.18936
MBD6	3.18983
RP5-850E9.3	3.19029
PPP1R1B	3.19075
KIR3DX1	3.19122
OTUD7A	3.19168
ADAMTS6	3.19214
TNFRSF21	3.19261
DUSP1	3.19307
MYH2	3.19353
RFC1	3.19399
MTERFD3	3.19446
IL2RB	3.19492
GBF1	3.19539
HEY2	3.19585
PABPN1L	3.19631
ZNF556	3.19678
DEFB116	3.19724
GPRC5C	3.19770
DLST	3.19817
ZNF276	3.19863
TNFAIP2	3.19909
ARHGAP11A	3.19956
SOBP	3.20002
TMEM105	3.20049
USP17L10	3.20095
FOXP2	3.20141
DDX41	3.20188
ADRM1	3.20234
TBCE	3.20281
ITGAD	3.20327
NHLRC3	3.20374
MBTPS1	3.20420
FAM25A	3.20466
PROKR1	3.20513
SLC25A22	3.20559
ANKRD28	3.20606
HS6ST1	3.20652
ZNF257	3.20699
C22orf23	3.20745
AC003002.4	3.20792
GRM5	3.20838
PDLIM5	3.20885
PDE3B	3.20931
PLEKHJ1	3.20978
PLCB1	3.21024
LPXN	3.21071
SERPINE3	3.21117
KCNS3	3.21164
LMBR1	3.21210
ARSF	3.21257
FAM193B	3.21303
PSTPIP1	3.21350
RELT	3.21396
VSIG8	3.21443
SPDYE4	3.21489
ZNF703	3.21536
FDXACB1	3.21582
ZBTB48	3.21629
PEX2	3.21676
MGAT4B	3.21722
ZNF639	3.21769
GALR3	3.21815
AURKAIP1	3.21862
SEC63	3.21909
HLA-DQB2	3.21955
DNAJB9	3.22002
ME1	3.22048
ULBP1	3.22095
TXNDC9	3.22142
TRRAP	3.22188
GLOD5	3.22235
RGS9	3.22281
CAPG	3.22328
PI4KA	3.22375
CIC	3.22421
TFCP2L1	3.22468
CRISP2	3.22515
NIPSNAP3A	3.22561
AL590483.1	3.22608
ZCCHC2	3.22655
ALDH1L2	3.22701
RBM6	3.22748
NHLRC4	3.22795
GPR114	3.22841
ARHGAP10	3.22888
ZNF780A	3.22935
ZNF597	3.22982
TAF3	3.23028
ATP6AP1	3.23075
OR2L8	3.23122
CBL	3.23169
DAP3	3.23215
ARHGAP31	3.23262
QRICH1	3.23309
DENND1A	3.23355
DEF8	3.23402
RAI1	3.23449
UGT1A10	3.23496
SLC8A3	3.23543
PRAMEF7	3.23589
TTLL9	3.23636
UST	3.23683
KRTAP4-1	3.23730
CDKL4	3.23776
IGFL4	3.23823
SENP5	3.23870
SMPD4	3.23917
FAM129B	3.23964
C11orf88	3.24011
KCNQ2	3.24057
PAX1	3.24104
MIER1	3.24151
DNMT1	3.24198
HGS	3.24245
PARVB	3.24292
SPDL1	3.24338
EFCAB14	3.24385
NUDT17	3.24432
TAS2R43	3.24479
TRIM36	3.24526
POGZ	3.24573
NACC2	3.24620
CEACAM19	3.24667
DTNB	3.24713
TFDP3	3.24760
USP3	3.24807
YTHDF1	3.24854
MRPL20	3.24901
SOX7	3.24948
LARP1B	3.24995
PRDM5	3.25042
KIF22	3.25089
CLIC3	3.25136
NGRN	3.25183
PNOC	3.25230
AL354718.1	3.25277
CCDC70	3.25324
ZNF616	3.25371
SERINC2	3.25418
DCAF17	3.25465
SUMF2	3.25511
HACL1	3.25558
TBC1D16	3.25605
CDHR4	3.25652
POLR3A	3.25699
PEX3	3.25746
RP11-93B14.6	3.25793
AL669831.1	3.25841
HPS3	3.25888
MYC	3.25935
MAPK8IP2	3.25982
POF1B	3.26029
PLEKHM3	3.26076
CHRNB3	3.26123
PRB3	3.26170
SERINC3	3.26217
OR1C1	3.26264
PCDH11X	3.26311
OR4C13	3.26358
ITPR1	3.26405
TCERG1L	3.26452
OIP5	3.26499
CBWD1	3.26546
SEMA3A	3.26594
SFXN3	3.26641
TTC34	3.26688
SUGP2	3.26735
NET1	3.26782
IGF2	3.26829
MSANTD3	3.26876
HDAC6	3.26923
STOX2	3.26971
ITPKC	3.27018
ZNF16	3.27065
COLGALT1	3.27112
C11orf63	3.27159
MYRF	3.27206
PVRIG	3.27253
FBXL8	3.27301
CLIC1	3.27348
FAM173A	3.27395
ANKRD20A2	3.27442
CEA	3.27489
SIPA1L1	3.27537
ADRA1D	3.27584
ABCF2	3.27631
EPPIN	3.27678
NTN3	3.27725
GSDMD	3.27773
C12orf42	3.27820
SPANXN4	3.27867
SHB	3.27914
MTMR12	3.27962
OR6C75	3.28009
SLC23A3	3.28056
NARFL	3.28103
ZNF396	3.28151
TNFRSF12A	3.28198
TAGLN2	3.28245
KLC4	3.28293
CCNT1	3.28340
C1orf174	3.28387
SELENBP1	3.28434
ZNF227	3.28482
POMT2	3.28529
GSTA2	3.28576
URGCP-MRPS24	3.28624
PEX11G	3.28671
JPH3	3.28718
LCMT2	3.28766
NBPF20	3.28813
METTL21A	3.28860
ZNF655	3.28908
NAGLU	3.28955
KDELC2	3.29002
PCDHA6	3.29050
PROL1	3.29097
LYPD3	3.29145
CYP7B1	3.29192
PRELID2	3.29239
AP3B2	3.29287
CDH4	3.29334
BDKRB2	3.29382
NCK1	3.29429
MARCH1	3.29476
AP002884.3	3.29524
CLPS	3.29571
C5orf20	3.29619
IL34	3.29666
PEX5	3.29714
CRISP1	3.29761
KIRREL3	3.29808
POLE2	3.29856
NOX1	3.29903
TSNAXIP1	3.29951
LCORL	3.29998
ZNF486	3.30046
SMTNL1	3.30093
SH2D7	3.30141
SGCD	3.30188
CST8	3.30236
C16orf62	3.30283
A4GNT	3.30331
ZNF576	3.30378
TBX3	3.30426
GLTSCR1L	3.30473
SDR9C7	3.30521
ZNF22	3.30568
ZNF653	3.30616
PSD	3.30663
RB1CC1	3.30711
INVS	3.30759
CCBL2	3.30806
CASP12	3.30854
PPFIA2	3.30901
BTRC	3.30949
STIM1	3.30996
CIRH1A	3.31044
BVES	3.31092
RNASEH2A	3.31139
ULBP2	3.31187
TUBGCP2	3.31234
PLAC9	3.31282
ARGFX	3.31330
SCGN	3.31377
SHBG	3.31425
NUFIP2	3.31472
LACE1	3.31520
THUMPD2	3.31568
TOLLIP	3.31615
LPIN2	3.31663
ATP5SL	3.31711
NEO1	3.31758
AIMP2	3.31806
SYF2	3.31854
OSGIN2	3.31901
SCO1	3.31949
PBXIP1	3.31997
TXK	3.32044
ABRA	3.32092
RPS21	3.32140
TAF6	3.32188
ZC3H12A	3.32235
MTSS1L	3.32283
TPD52	3.32331
DHX32	3.32379
C14orf105	3.32426
OTOP2	3.32474
ZNF286A	3.32522
ANKS6	3.32569
FCRL2	3.32617
DLX4	3.32665
SPOCK3	3.32713
EVL	3.32761
VPS37C	3.32808
GLOD4	3.32856
OSGEPL1	3.32904
RCE1	3.32952
ZAR1L	3.33000
S1PR5	3.33047
AOC2	3.33095
SPNS1	3.33143
RBM12	3.33191
HUS1B	3.33239
FXYD3	3.33286
VASH2	3.33334
PKP3	3.33382
OR6C70	3.33430
ZNF48	3.33478
SH3RF2	3.33526
KRTAP10-1	3.33574
TRMT10B	3.33621
METTL8	3.33669
HCAR1	3.33717
ESX1	3.33765
ZSCAN9	3.33813
HNF4A	3.33861
CLASRP	3.33909
UGT2B17	3.33957
OR4K13	3.34005
KIAA1671	3.34052
KLF10	3.34100
ICT1	3.34148
MRPL44	3.34196
L3MBTL1	3.34244
DDI1	3.34292
CYP4F31P	3.34340
GORASP1	3.34388
PDGFRL	3.34436
OR6A2	3.34484
CPN1	3.34532
LCK	3.34580
G2E3	3.34628
CEACAM7	3.34676
ENKD1	3.34724
RTBDN	3.34772
UQCRB	3.34820
AMN	3.34868
LRP12	3.34916
GLT8D1	3.34964
SPATA18	3.35012
CFD	3.35060
GPR97	3.35108
PHACTR3	3.35156
AVPR2	3.35204
TGM2	3.35252
DCLRE1A	3.35300
GATC	3.35348
PODXL	3.35396
NEURL2	3.35444
CDK12	3.35492
HEMK1	3.35541
CHRNA1	3.35589
C5orf47	3.35637
DOK2	3.35685
ATOH1	3.35733
LPHN1	3.35781
AC117395.1	3.35829
SEC14L6	3.35877
GRK1	3.35925
TMEM168	3.35973
TAPT1	3.36022
GPAM	3.36070
CD52	3.36118
SLC26A7	3.36166
GCM2	3.36214
ARHGAP24	3.36262
CUZD1	3.36311
ZFP64	3.36359
HES2	3.36407
PAOX	3.36455
CDC42EP5	3.36503
ERMP1	3.36551
SS18L1	3.36600
CYP4F11	3.36648
SLC9A9	3.36696
COQ9	3.36744
LHB	3.36792
KIAA0355	3.36841
HAGH	3.36889
ADCY4	3.36937
SDC1	3.36985
CHPF	3.37034
IRF7	3.37082
TCP11L2	3.37130
ZNF488	3.37178
FANCC	3.37227
FAM114A2	3.37275
PDZK1	3.37323
AMDHD1	3.37372
PPP1R15B	3.37420
EVA1C	3.37468
ZNF12	3.37516
ADM	3.37565
NMRK2	3.37613
C17orf47	3.37661
SLC39A9	3.37710
ADAM12	3.37758
KIF18B	3.37806
ANKRD33B	3.37855
PCP2	3.37903
KDM5B	3.37951
NSUN5	3.38000
C5orf54	3.38048
KCNK7	3.38096
NOL12	3.38145
NFIC	3.38193
PCDHGA10	3.38242
LRRC3C	3.38290
TBC1D20	3.38338
DUS4L	3.38387
CCDC183	3.38435
SCAMP2	3.38484
ABCF1	3.38532
SLC51B	3.38580
SEMG1	3.38629
APOA4	3.38677
FOXH1	3.38726
MGME1	3.38774
LSP1	3.38823
UBE2E1	3.38871
CADM1	3.38920
FAM111B	3.38968
C17orf53	3.39016
DRD2	3.39065
SULT1B1	3.39113
IKBKB	3.39162
PDE1C	3.39210
DKK3	3.39259
VIMP	3.39307
SLA	3.39356
IFI44	3.39404
CCDC88A	3.39453
TCF12	3.39501
CEP135	3.39550
ZCCHC11	3.39598
AGBL5	3.39647
IQUB	3.39696
CDT1	3.39744
THAP6	3.39793
HS3ST3B1	3.39841
SEC24A	3.39890
LGI4	3.39938
WHSC1L1	3.39987
ANKRD23	3.40036
RGP1	3.40084
ZNF304	3.40133
KCNA5	3.40181
TNNT1	3.40230
SLC10A1	3.40278
NDUFC2-KCTD14	3.40327
RNASE9	3.40376
NUP43	3.40424
USP13	3.40473
CSRP2BP	3.40522
LRRC46	3.40570
SLC10A2	3.40619
F2RL2	3.40668
TIMM44	3.40716
RPS6KA4	3.40765
MAMLD1	3.40814
DTD1	3.40862
RAD54L2	3.40911
KPNA2	3.40960
PACSIN2	3.41008
ZNF850	3.41057
CLEC16A	3.41106
ATXN7L1	3.41154
COL13A1	3.41203
ITGB6	3.41252
KLK2	3.41301
EPB41	3.41349
C14orf2	3.41398
AL109927.1	3.41447
PRLHR	3.41495
SHC4	3.41544
FBXL17	3.41593
NFATC2	3.41642
HMOX1	3.41691
CNOT10	3.41739
METTL20	3.41788
CDS1	3.41837
C10ORF68	3.41886
EPHA6	3.41934
TCF7	3.41983
ACSF3	3.42032
ZC3H12C	3.42081
BRICD5	3.42130
USP50	3.42178
EPB41L5	3.42227
RNASEH2B	3.42276
C15orf60	3.42325
RASSF5	3.42374
OR13C8	3.42423
SLC35A4	3.42472
BCAS2	3.42520
ISG20L2	3.42569
WDR78	3.42618
SGCG	3.42667
CRELD1	3.42716
SPAG7	3.42765
IFFO2	3.42814
FXYD4	3.42863
CCT8	3.42911
NDUFAF3	3.42960
KCTD8	3.43009
CDIPT	3.43058
IGSF1	3.43107
TMEM204	3.43156
C10orf25	3.43205
NCR1	3.43254
EHD2	3.43303
ITFG3	3.43352
RSU1	3.43401
TIGD4	3.43450
PNPO	3.43499
DGCR8	3.43548
NDST4	3.43597
OR1L6	3.43646
PLAC8L1	3.43695
MRPS7	3.43744
KLHL40	3.43793
CPXM1	3.43842
PIR	3.43891
UFSP2	3.43940
METTL15	3.43989
HNRNPH3	3.44038
MS4A6A	3.44087
USP37	3.44136
CHAC1	3.44185
PEX16	3.44234
CERS3	3.44283
LRRN1	3.44332
HSD17B8	3.44381
TRAK1	3.44430
ARID4A	3.44479
GOLGA8T	3.44528
METTL7A	3.44578
FBXO3	3.44627
MYOT	3.44676
MS4A10	3.44725
GDF5	3.44774
CD93	3.44823
ACSF2	3.44872
CLEC6A	3.44921
CACNA1C	3.44970
DHRS9	3.45020
AC129492.6	3.45069
NAGPA	3.45118
ABHD15	3.45167
KCNJ16	3.45216
TTC31	3.45265
TMEM19	3.45315
POPDC3	3.45364
TNIK	3.45413
SHMT2	3.45462
PBRM1	3.45511
BCAT2	3.45561
PROX2	3.45610
ZNF678	3.45659
RC3H1	3.45708
PTPRF	3.45757
CCRN4L	3.45807
CSNK1G1	3.45856
PRKRIR	3.45905
ZNF429	3.45954
SPZ1	3.46004
SLC5A10	3.46053
OR5J2	3.46102
GYS1	3.46151
HIRIP3	3.46201
SIAH2	3.46250
CALHM1	3.46299
FBXW5	3.46349
USP25	3.46398
SPATA8	3.46447
UQCRC1	3.46496
ZNF727	3.46546
CYTH4	3.46595
E2F8	3.46644
CLMP	3.46694
MC2R	3.46743
KCNJ10	3.46792
GRIP1	3.46842
TOE1	3.46891
DMRTC1	3.46940
FAM214B	3.46990
DUS2	3.47039
OR5B17	3.47089
GLMN	3.47138
NETO1	3.47187
IQCF1	3.47237
EMILIN1	3.47286
KCTD1	3.47336
LRRTM3	3.47385
AXIN1	3.47434
MS4A7	3.47484
C12orf49	3.47533
TGFBI	3.47583
PTPRN	3.47632
BIRC2	3.47682
SEPT14	3.47731
OR1K1	3.47780
GPATCH8	3.47830
PRF1	3.47879
RBP3	3.47929
CD2AP	3.47978
LRRC47	3.48028
WNT10A	3.48077
GTDC1	3.48127
GPR150	3.48176
MTCH1	3.48226
EEFSEC	3.48275
OLIG3	3.48325
EIF4G3	3.48374
MS4A4E	3.48424
CPB1	3.48473
GTSCR1	3.48523
PPIL6	3.48573
PFN2	3.48622
PTAFR	3.48672
JARID2	3.48721
FAM162A	3.48771
CYP4F22	3.48820
OR10AG1	3.48870
ZNF132	3.48920
MLLT6	3.48969
CD8A	3.49019
AL031666.2	3.49068
ARL13A	3.49118
C1orf143	3.49168
IFIT1B	3.49217
C15orf53	3.49267
TBX21	3.49316
TINF2	3.49366
MPL	3.49416
APAF1	3.49465
DTX3L	3.49515
FGF5	3.49565
AGAP2	3.49614
TOX	3.49664
ANKHD1	3.49714
ZCCHC18	3.49763
SLC2A6	3.49813
RP11-487E13.1	3.49863
FAM9A	3.49912
DNAJC5G	3.49962
CNNM2	3.50012
SCCPDH	3.50062
COG8	3.50111
VSTM5	3.50161
TMCO1	3.50211
SERPINA1	3.50260
CD7	3.50310
AC007375.1	3.50360
CCDC24	3.50410
PPP4R2	3.50459
MIER2	3.50509
ZNF274	3.50559
JADE1	3.50609
TBC1D7	3.50659
FOXO3	3.50708
KIAA1324	3.50758
ATAD2B	3.50808
ARL11	3.50858
CHRM5	3.50908
LGSN	3.50957
AQR	3.51007
FBXO15	3.51057
TRAF3IP3	3.51107
GAS6	3.51157
MRPS5	3.51207
CCDC50	3.51256
LYSMD2	3.51306
PEX1	3.51356
ENTHD2	3.51406
NSUN7	3.51456
C6orf136	3.51506
PRDM9	3.51556
MYT1	3.51606
USP43	3.51655
PDX1	3.51705
OR10G6	3.51755
TRAF1	3.51805
MRPL16	3.51855
ATP11A	3.51905
STK17A	3.51955
XCL1	3.52005
ZNF407	3.52055
JMJD8	3.52105
GPAA1	3.52155
CYP27A1	3.52205
GOLGA6D	3.52255
CLEC2A	3.52305
DUSP15	3.52355
GIN1	3.52405
ULK2	3.52455
CLMN	3.52505
HSD17B3	3.52555
ZNF680	3.52605
ZFYVE1	3.52655
SNX20	3.52705
SPC24	3.52755
GAL3ST4	3.52805
CCDC174	3.52855
INTS4	3.52905
RSBN1L	3.52955
CCDC144NL	3.53005
TRIM62	3.53055
ALG6	3.53105
SLC25A27	3.53155
TTPAL	3.53205
RRAD	3.53255
KRTAP9-2	3.53305
GPR182	3.53355
PIK3R4	3.53406
DGCR6L	3.53456
ZNF311	3.53506
FAM65C	3.53556
PPOX	3.53606
GPR171	3.53656
